,rt,response,subj_idx,condition,z_x,x,a_population
0,0.3136891984237471,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
1,0.31568919842374776,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
2,0.33168919842776057,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
3,0.33468919842776157,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
4,0.3196891984237491,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
5,0.3556891984277686,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
6,0.3026891984277509,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
7,0.33668919842776224,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
8,0.4236891984277913,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
9,0.4026891984277843,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
10,0.33768919842776257,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
11,0.2956891984237411,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
12,0.3026891984237434,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
13,0.2976891984277492,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
14,0.4066891984277856,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
15,0.3526891984237601,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
16,0.32768919842775923,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
17,0.30168919842775055,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
18,0.32468919842775823,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
19,0.3166891984237481,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
20,0.29768919842374175,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
21,0.3436891984277646,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
22,0.2996891984237424,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
23,0.29868919842774955,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
24,0.3476891984277659,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
25,0.31668919842775556,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
26,0.33368919842776124,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
27,0.4276891984277926,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
28,0.3206891984277569,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
29,0.30368919842374376,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
30,0.3476891984277659,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
31,0.3486891984237588,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
32,0.31668919842775556,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
33,0.3376891984237551,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
34,0.3026891984237434,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
35,0.3586891984277696,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
36,0.30968919842374576,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
37,0.3916891984277806,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
38,0.3816891984237698,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
39,0.29468919842374075,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
40,0.31868919842374877,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
41,0.3396891984237558,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
42,0.37868919842777626,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
43,0.3526891984237601,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
44,0.36068919842777025,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
45,0.3646891984277716,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
46,0.31368919842775456,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
47,0.2936891984237404,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
48,0.3056891984277519,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
49,0.33268919842375344,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
50,0.42868919842779296,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
51,0.30768919842775255,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
52,0.3546891984237608,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
53,0.34868919842776624,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
54,0.31368919842775456,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
55,0.30668919842374476,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
56,0.32768919842375177,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
57,0.35168919842776725,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
58,0.2976891984277492,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
59,0.32568919842775856,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
60,0.3056891984277519,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
61,0.2976891984277492,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
62,0.41668919842778895,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
63,0.3396891984237558,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
64,0.38068919842376947,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
65,0.3856891984277786,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
66,0.36568919842376446,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
67,0.3616891984277706,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
68,0.3406891984277636,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
69,0.3766891984277756,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
70,0.4286891984237855,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
71,0.31468919842374743,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
72,0.3086891984277529,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
73,0.3336891984237538,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
74,0.3316891984237531,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
75,0.32968919842375244,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
76,0.3106891984237461,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
77,0.47168919842379986,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
78,0.31468919842374743,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
79,0.38568919842377114,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
80,0.37668919842376813,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
81,0.3916891984277806,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
82,0.3116891984237464,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
83,0.33668919842776224,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
84,0.30168919842775055,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
85,0.3026891984237434,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
86,0.32468919842775823,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
87,0.29868919842774955,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
88,0.30968919842374576,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
89,0.3456891984237578,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
90,0.33968919842776324,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
91,0.3446891984277649,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
92,0.3236891984277579,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
93,0.3026891984277509,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
94,0.30468919842775155,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
95,0.46668919842780565,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
96,0.4816891984238032,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
97,0.37868919842777626,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
98,0.3016891984237431,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
99,0.3256891984237511,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
100,0.30468919842775155,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
101,0.36368919842777125,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
102,0.32568919842775856,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
103,0.31568919842374776,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
104,0.3226891984237501,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
105,0.30968919842374576,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
106,0.31568919842374776,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
107,0.32468919842775823,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
108,0.3206891984277569,1.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
109,0.31268919842374676,0.0,0.0,level1,-1.5811388300841895,0.0,0.3675444679663241
